,name,1dx,2dx
2070,12%,-0.06846761,-0.115054995
2071,物为,-0.031192888,-0.07397355
2072,单个,-0.0916339,-0.08835609
2073,大小不一,-0.035274047,-0.08610676
2074,阳起,-0.07382689,-0.0432032
2075,间断,-0.069447376,-0.033445243
2076,1.01,-0.01382617,-0.057285067
2077,200m,-0.0617142,-0.058197636
2078,悬浮,-0.07818491,-0.119034335
2079,细晶岩,-0.10611381,-0.16104479
2080,65,-0.074688196,-0.15016519
2081,最大者,-0.04008598,-0.055872943
2082,间隔,-0.038522094,-0.08153503
2083,贡纳涌,-0.034172665,-0.04568564
2084,地质剖面,-0.049439076,-0.16147734
2085,曲线图,-0.047423005,-0.09030255
2086,分割,-0.04543275,-0.14241987
2087,2.18,-0.052830737,-0.102840364
2088,1.02,-0.058964744,-0.06669136
2089,测区查,-0.044745244,-0.09906268
2090,洋脊,-0.07847855,-0.09563517
2091,停用,-0.064278856,-0.1451917
2092,增强,-0.10824537,-0.12191232
2093,未定,-0.09051115,-0.18446305
2094,206Pb,-0.07143122,-0.14298931
2095,涌北,-0.07727163,-0.1396252
2096,P2,-0.041385174,-0.044175483
2097,清理,-0.051188104,-0.12728503
2098,圆滑,-0.046689104,-0.122412376
2099,降温,-0.06999878,-0.15763116
2100,保组及,-0.05052442,-0.13950597
2101,纹形,-0.082611725,-0.119764104
2102,东部,-0.033352435,-0.10423626
2103,延展性,0.02448746,0.016452158
2104,紫,-0.12828617,-0.1093101
2105,组等,-0.055598926,-0.11782742
2106,1998,-0.005064013,-0.06535278
2107,调局,-0.043788515,-0.10469061
2108,具不,-0.04183121,-0.07120599
2109,端,-0.09139855,-0.17221387
2110,2001,-0.011639638,-0.10016466
2111,歌舞,-0.07435598,-0.12140889
2112,状中粒,-0.16118373,-0.07673896
2113,T3Bt1,-0.077143565,-0.056756757
2114,自然环境,-0.056545965,-0.11342827
2115,转折,-0.09881211,-0.11752018
2116,鼠类,-0.05330454,-0.06777203
2117,予以,-0.020086462,-0.07014381
2118,方向性,-0.065748006,-0.036624927
2119,石棉,-0.01800988,-0.05215481
2120,布曲,-0.008168782,-0.046127964
2121,古老,-0.06985211,-0.072664745
2122,003P7,-0.017484229,-0.0730177
2123,银等,-0.09675033,-0.14016303
2124,燃料,-0.054444324,-0.15106966
2125,黑色金属,-0.09531167,-0.12850738
2126,平静,-0.054007407,-0.09916103
2127,角,-0.0785855,-0.09306546
2128,远景,-0.025309458,-0.11243801
2129,据此,-0.000784544,-0.0785395
2130,直线,-0.07432954,-0.11563212
2131,专题,-0.029616078,-0.119263195
2132,线形,-0.08784796,-0.12229836
2133,消融,-0.045602404,-0.08912054
2134,Sb,-0.08332087,-0.13084844
2135,级阶地,-0.04644503,-0.09146725
2136,1964,-0.05403524,-0.10269877
2137,3.4,-0.05558465,-0.14857046
2138,挖,-0.05793162,-0.07095375
2139,中获,-0.060799327,-0.09426972
2140,对称性,-0.041507177,-0.10296394
2141,1.8,-0.06059472,-0.11155345
2142,云影,-0.057380725,-0.047112137
2143,带有,-0.044354845,-0.08327952
2144,理,-0.03800051,-0.049198367
2145,0.4,-0.07819999,-0.11549182
2146,适应,-0.05465566,-0.105133645
2147,1986,-0.054689568,-0.12348888
2148,性较,-0.037776172,-0.070336446
2149,空白,-0.075899675,-0.12061047
2150,裂缝,-0.07337396,-0.12463326
2151,耦合,-0.037951145,-0.07543669
2152,六射,-0.028357355,-0.102927424
2153,航卫片,-0.05937365,-0.122340105
2154,复式,-0.0497111,-0.044516265
2155,3.5,-0.038528796,-0.13270399
2156,寒,-0.038711447,-0.131417
2157,牙形,-0.08088007,-0.10360298
2158,根组,-0.045662653,-0.09880631
2159,土壤侵蚀,-0.04197974,-0.0891518
2160,藏族,-0.047188178,-0.024965586
2161,冰椎,-0.08053961,-0.06702531
2162,⒙,-0.123014964,-0.08667443
2163,山峰,-0.05571126,-0.097570345
2164,克氏,-0.022287196,-0.14046241
2165,提高,-0.050504692,-0.036704313
2166,白云石,-0.09454967,-0.063439146
2167,晶含,-0.10381472,-0.075836994
2168,粉亮,-0.1447875,-0.08993182
2169,0.10%,-0.056845758,-0.06678661
2170,粉晶,-0.07800514,-0.03795041
2171,风蚀,-0.02888972,-0.099236906
2172,积累,-0.08642392,-0.060073726
2173,14%,-0.058357578,-0.08572904
2174,迅速,-0.0766609,-0.11742574
2175,醒目,-0.04177159,-0.04221232
2176,理石,-0.07338049,-0.10944036
2177,向南东,-0.06649449,-0.09463521
2178,Tchop,-0.0583612,-0.073890164
2179,海绵,-0.10375602,-0.14312835
2180,赋矿,-0.000181877,-0.05086396
2181,峰态,-0.013802055,-0.028659122
2182,暗绿色,-0.09860543,-0.084593914
2183,寒漠,-0.07041373,-0.11374011
2184,介质,-0.05716392,-0.1577322
2185,脆弱,-0.078453615,-0.15418448
2186,地带性,-0.103972584,-0.15297373
2187,极高,-0.1100234,-0.12532724
2188,丰沛,-0.03651905,-0.07521967
2189,国家,-0.07980731,-0.104639545
2190,10cm,-0.050105963,-0.06233642
2191,地下水位,-0.003982211,-0.05890567
2192,吉,-0.03699731,-0.114962325
2193,演替,-0.096271925,-0.1466138
2194,Cyclocyclicussp,-0.032113098,-0.12060958
2195,索莫,-0.053601466,-0.13113908
2196,南北,-0.05538441,-0.063135274
2197,mm2,-0.053152587,-0.08701756
2198,外围,-0.07842252,-0.13608195
2199,包裹,-0.08837188,-0.10265849
2200,腐殖质,-0.0662341,-0.051460974
2201,建议,-0.06969674,-0.09272729
2202,铅锌矿,-0.07214876,-0.16652924
2203,一侧,-0.059470333,-0.07482865
2204,2ca,-0.063965626,-0.07523382
2205,图外,-0.017633103,-0.08298753
2206,中型,-0.07103869,-0.11187184
2207,提交,-0.088813946,-0.123679325
2208,万吨,-0.057884686,-0.11699385
2209,岩和晚,0.040903497,-0.09741646
2210,简易,-0.100096874,-0.13319774
2211,跳跃,-0.01309491,-0.09070186
2212,全铁,-0.039270967,-0.107803755
2213,优势种群,-0.058529478,-0.12313553
2214,足类,-0.0534225,-0.09477315
2215,鼠害,-0.025796939,-0.08736462
2216,致使,-0.08140383,-0.10580212
2217,众根涌,-0.05392036,-0.06797764
2218,Claraiasp,-0.049181502,-0.079359554
2219,九队,0.016387507,-0.01020875
2220,流失,-0.06962042,-0.138458
2221,建群种,-0.044647582,-0.06643923
2222,0.05,-0.077531375,-0.1107091
2223,金属矿床,-0.02896348,-0.088163905
2224,概况,-0.09114965,-0.13181418
2225,1981,-0.06706659,-0.10480281
2226,85,-0.075720005,-0.08877402
2227,今后,-0.045309037,-0.058187477
2228,0.7,0.001859212,-0.05821149
2229,Placunopsissp,-0.040388677,-0.10802225
2230,西段,-0.068784215,-0.11176153
2231,公社,-0.05534569,-0.12306538
2232,辉铜矿,-0.04496153,-0.078541934
2233,嵩草,-0.0867678,-0.15688375
2234,雪,-0.021942077,-0.10788089
2235,吻合,-0.066673554,-0.045361463
2236,含铜,-0.09595706,-0.10097915
2237,滨海,-0.014542295,-0.092025094
2238,陈国隆,-0.0576634,-0.09348734
2239,陈楚震,-0.04106927,-0.1262534
2240,尚未,-0.04311306,-0.08844543
2241,详查,-0.026822707,-0.086137205
2242,层层,-0.08881792,-0.12631343
2243,突出,-0.08211201,-0.109492704
2244,54,-0.08630117,-0.09813533
2245,指导,-0.07383601,-0.10706875
2246,阿日,-0.047142975,-0.08613902
2247,体边部,-0.024580086,-0.064301394
2248,常有,-0.050381754,-0.1027398
2249,含长,-0.087890714,-0.05189129
2250,结构特征,-0.065307006,-0.0906874
2251,印度洋,-0.06183312,-0.12648313
2252,杂质,-0.05273437,-0.061937314
2253,形状,-0.057230175,-0.11077023
2254,0.54,-0.016282653,-0.07823811
2255,75,-0.06126719,-0.03918675
2256,SiO,-0.045034807,-0.07440729
2257,岩区,-0.04625357,-0.09824367
2258,由此,-0.022667317,-0.049708303
2259,两种,-0.09109619,-0.110793546
2260,地幔,-0.043688305,-0.109748624
2261,羌北,-0.0364854,-0.10738926
2262,更长,-0.028565733,-0.06365125
2263,图见,-0.05499818,-0.04804057
2264,热水,-0.010087069,-0.059280407
2265,0.23,-0.039808925,-0.052648347
2266,0.92,-0.0681473,-0.087713964
2267,轮廓,-0.011115951,-0.07298879
2268,贡定果,-0.06674818,-0.09701531
2269,220,-0.07125921,-0.097591065
2270,析出,-0.05377618,-0.091500014
2271,青乡,-0.087749094,-0.12867074
2272,代表性,-0.024576435,-0.039582975
2273,散布,-0.018789263,-0.09944273
2274,淤泥,-0.08014183,-0.08087026
2275,H2O,-0.016120026,-0.03543516
2276,侧碛,-0.03449066,-0.13846728
2277,2.08,-0.030581228,-0.06912674
2278,表征,-0.019615956,-0.08108268
2279,符合,-0.10130099,-0.10176015
2280,由表,-0.036126755,-0.042112097
2281,5000m,-0.05666512,-0.094575755
2282,较厚,-0.015671479,-0.054143175
2283,带区,-0.020832773,-0.074403696
2284,运用,-0.001379985,-0.09846692
2285,联系,-0.044180933,-0.114095286
2286,20km,-0.06280981,-0.03689241
2287,科联,-0.10612931,-0.15926002
2288,国际,-0.10055966,-0.16583249
2289,有所,-0.018796748,-0.04753761
2290,黄绿色,-0.03775704,-0.049475778
2291,第三章,-0.049552694,-0.101836614
2292,Pseudoalbaillellafusifirmis,-0.05768779,-0.1634469
2293,5.44,-0.008762881,-0.09302191
2294,判定,-0.04976563,-0.041639987
2295,延展,-0.005880511,-0.03595946
2296,10MnO,-0.1064785,-0.10955178
2297,10P2O5,-0.08190728,-0.1489194
2298,成矿作用,-0.094482884,-0.11879199
2299,300,-0.059553996,-0.051187493
2300,条痕,-0.055352934,-0.0749813
2301,η,-0.06914426,-0.12035881
2302,锯齿状,-0.03542036,-0.0685949
2303,带及,-0.011260214,-0.10534233
2304,自形晶,-0.044347625,-0.08953861
2305,CIPW,-0.02243887,-0.055857114
2306,ALK,-0.056523412,-0.060542114
2307,遭受,-0.017226318,-0.032508206
2308,性片,-0.08064835,-0.08158093
2309,长条,-0.034992337,-0.117102645
2310,超动,-0.016044602,-0.0850255
2311,本文,-0.06418376,-0.090431795
2312,样点,-0.045932308,-0.107111484
2313,小苏,-0.039014664,-0.15940155
2314,正式,-0.07120563,-0.1058692
2315,顶蚀,-0.04549728,-0.10247447
2316,两类,-0.086862616,-0.09861895
2317,最低,-0.02450332,-0.04814945
2318,内外,-0.053060766,-0.067964025
2319,固结,-0.058609787,-0.08050521
2320,151.9,-0.049077146,-0.09335819
2321,J3,-0.08861979,-0.122152604
2322,绿玢岩,-0.047132503,-0.08593345
2323,三期,-0.017604,-0.049737744
2324,新鲜,-0.013427515,0.013883612
2325,呈半自,-0.033840623,-0.10526088
2326,化为,-0.06503619,-0.04330339
2327,班公湖,-0.024607828,-0.09637259
2328,P2j,-0.06805473,-0.122899204
2329,2.1,-0.013777644,-0.14304285
2330,由隐,-0.090973295,-0.104911156
2331,T3Bt,-0.050092705,-0.09993996
2332,格仁花,-0.075084455,-0.13412517
2333,继承性,0.017448392,-0.018081196
2334,0.99,-0.049446784,-0.063593216
2335,相吻合,-0.011803003,-0.058230635
2336,1.91,-0.06942562,-0.06697565
2337,世查,-0.021192254,-0.042317353
2338,边部具,-0.018909393,-0.073221214
2339,5,-0.07001014,-0.10978237
2340,混染,-0.015986256,-0.060727652
2341,2004,-0.041214284,-0.10254626
2342,石层,-0.05817712,-0.13354826
2343,吉塘,-0.03366192,-0.09209555
2344,核幔,-0.014998724,-0.09886255
2345,第四节,-0.046061963,-0.011962676
2346,过度,-0.05739763,-0.10915928
2347,多具,-0.08189019,-0.099054255
2348,北段,-0.0491839,-0.090115674
2349,中段,-0.046050567,-0.12619609
2350,然,0.0243049,-0.058354877
2351,海西,-0.038605906,-0.0896973
2352,万杂,-0.011276368,-0.072101004
2353,Chen,-0.051898677,-0.145805
2354,1966,-0.016667,-0.05824794
2355,褐,-0.0631623,-0.029503739
2356,编图,-0.07497455,-0.11726696
2357,Hyrcanopteriscf,-0.093418375,-0.13677876
2358,斑公湖,-0.09789889,-0.1565722
2359,彻底,-0.0792069,-0.10063609
2360,sinensisLietTsao,-0.056766044,-0.082279086
2361,Anomozamitessp,-0.047341786,-0.06072334
2362,稀疏,-0.053480323,-0.09280497
2363,五个,-0.04025998,-0.09999508
2364,硅灰石,-0.03253029,-0.075873695
2365,较广,0.005946061,-0.075166255
2366,向南,-0.07433094,-0.13748114
2367,石英粉,-0.06650569,-0.049504135
2368,性差,-0.03923559,-0.06549634
2369,深层次,-0.04654476,-0.07985514
2370,直涌,-0.060107533,-0.10170535
2371,光滑,-0.042284433,-0.038808614
2372,岩枕,-0.07055561,-0.086762376
2373,超浅成,-0.07149612,-0.09665226
2374,弧间盆地,-0.05704161,-0.05810391
2375,准确,-0.030306622,-0.11292591
2376,R2,-0.060310304,-0.1195042
2377,制图,-0.03187912,-0.04396096
2378,alataBittner,-0.06928445,-0.13437499
2379,以灰,-0.063272476,-0.08017724
2380,反差,-0.030399987,-0.10558152
2381,YidunellapentagonaChing,-0.005096501,-0.091799416
2382,夹中,-0.08479709,-0.058909163
2383,察雅,-0.07717309,-0.12965448
2384,第三,-0.058022488,-0.1736781
2385,分辨率,-0.04450962,-0.13798007
2386,福宝,-0.116818525,-0.15762524
2387,改为,-0.11108988,-0.14163099
2388,顶界,-0.05117622,-0.066910535
2389,逐步,-0.1096745,-0.116230816
2390,Sacothyrissinosa,-0.117059775,-0.19674106
2391,碎斑系,-0.062702544,-0.1127694
2392,西端,-0.058057178,-0.11814494
2393,当江蛇,0.019862477,-0.11764797
2394,追索,-0.04907509,-0.11056926
2395,多种,-0.03631169,-0.09531339
2396,云杉,-0.071713544,-0.059988383
2397,特殊,-0.037114084,-0.049254943
2398,兼,-0.06249973,-0.050896518
2399,规模较,-0.017840395,-0.098701306
2400,苟金,-0.02172139,-0.050823145
2401,影像,-0.04924245,-0.15989657
2402,出该,-0.033687856,-0.059138995
2403,了解,-0.059942335,-0.10140314
2404,57,-0.021975618,-0.064712554
2405,减弱,-0.034770764,-0.06363339
2406,成岩,-0.054760646,-0.065253094
2407,特有,-0.06716786,-0.11010192
2408,欧亚,-0.05811478,-0.15536541
2409,间粒,-0.060478013,-0.04453908
2410,尖棱状,-0.03786343,-0.043592338
2411,查证,-0.08463311,-0.05930136
2412,杂基,-0.045682717,-0.10241344
2413,山脊,-0.08207788,-0.14718102
2414,理论,-0.021696975,-0.08217909
2415,乡北,-0.005134906,-0.099112764
2416,三年,-0.007839635,-0.051268235
2417,轴,-0.070541404,-0.09787541
2418,领导,-0.04335955,-0.09747945
2419,上该,-0.05732162,-0.10665575
2420,⑺,-0.044823542,-0.06646266
2421,志,-0.030383699,-0.07241455
2422,1991,-0.047392517,-0.04583733
2423,右行,-0.076880656,-0.0934091
2424,始现,-0.07750969,-0.048092816
2425,组和,-0.030205563,-0.07102479
2426,球状,-0.044195455,-0.08555291
2427,监督,-0.08695829,-0.104195714
2428,铬,-0.04770982,-0.1174863
2429,极少,-0.042414803,-0.05846016
2430,野外工作,-0.05059891,-0.072652474
2431,略高于,-0.03102386,-0.07893336
2432,Kf,-0.024149781,-0.10357692
2433,Alm,-0.006863473,-0.06602247
2434,平直,-0.014871094,-0.076551266
2435,Camptonectes,-0.07906443,-0.08702791
2436,局,-0.030148536,-0.090546556
2437,繁多,-0.081007905,-0.06548319
2438,0.06,-0.054103762,-0.053637084
2439,Pseudoalbaillellaspp,-0.08072996,-0.2078592
